order_id,order_date,shipment_date,shipment_mode,city,order_year,order_month,order_day
CA-2018-150910,2018-12-22,2018-12-28,Standard Class,Jackson,2018,12,22
CA-2018-150931,2018-01-06,2018-01-13,Standard Class,Tuscaloosa,2018,1,6
CA-2018-150959,2018-11-11,2018-11-13,First Class,Garland,2018,11,11
CA-2018-150987,2018-04-08,2018-04-12,Standard Class,San Francisco,2018,4,8
CA-2018-151008,2018-09-07,2018-09-08,First Class,Draper,2018,9,7
CA-2018-151071,2018-04-25,2018-04-29,Second Class,Los Angeles,2018,4,25
CA-2018-151176,2018-02-13,2018-02-20,Standard Class,Baltimore,2018,2,13
CA-2018-151183,2018-10-14,2018-10-19,Standard Class,San Francisco,2018,10,14
CA-2018-151190,2018-06-27,2018-07-01,Standard Class,Omaha,2018,6,27
CA-2018-151211,2018-08-17,2018-08-23,Standard Class,Louisville,2018,8,17
CA-2018-151218,2018-06-20,2018-06-23,First Class,Miami,2018,6,20
CA-2018-151225,2018-10-27,2018-10-29,First Class,Los Angeles,2018,10,27
CA-2018-151281,2018-04-27,2018-05-02,Standard Class,Seattle,2018,4,27
CA-2018-151358,2018-08-18,2018-08-22,Standard Class,Seattle,2018,8,18
CA-2018-151428,2018-09-21,2018-09-26,Standard Class,Rochester,2018,9,21
CA-2018-151484,2018-04-20,2018-04-23,First Class,Philadelphia,2018,4,20
CA-2018-151596,2018-10-08,2018-10-11,First Class,Cranston,2018,10,8
CA-2018-151750,2018-01-01,2018-01-05,Standard Class,Huntsville,2018,1,1
CA-2018-151799,2018-12-14,2018-12-18,Standard Class,Lawrence,2018,12,14
CA-2018-151855,2018-05-27,2018-06-03,Standard Class,Greensboro,2018,5,27
CA-2018-151911,2018-04-30,2018-05-05,Second Class,New York City,2018,4,30
CA-2018-151981,2018-08-06,2018-08-12,Standard Class,Concord,2018,8,6
CA-2018-152079,2018-01-20,2018-01-21,First Class,Chicago,2018,1,20
CA-2018-152093,2018-09-10,2018-09-15,Standard Class,Chicago,2018,9,10
CA-2018-152135,2018-03-16,2018-03-18,Second Class,Lakewood,2018,3,16
CA-2018-152142,2018-11-14,2018-11-19,Standard Class,San Francisco,2018,11,14
CA-2018-152198,2018-09-09,2018-09-10,First Class,Toledo,2018,9,9
CA-2018-152205,2018-09-28,2018-10-05,Standard Class,Philadelphia,2018,9,28
CA-2018-152226,2018-05-12,2018-05-16,Standard Class,Cincinnati,2018,5,12
CA-2018-152261,2018-03-02,2018-03-06,Standard Class,Cuyahoga Falls,2018,3,2
CA-2018-152275,2018-10-01,2018-10-08,Standard Class,San Antonio,2018,10,1
CA-2018-152310,2018-08-12,2018-08-19,Standard Class,Seattle,2018,8,12
CA-2018-152436,2018-12-08,2018-12-10,Second Class,Cranston,2018,12,8
CA-2018-152485,2018-09-04,2018-09-08,Standard Class,Coppell,2018,9,4
CA-2018-152499,2018-01-22,2018-01-25,Second Class,Chicago,2018,1,22
CA-2018-152583,2018-10-30,2018-10-30,Same Day,Dallas,2018,10,30
CA-2018-152660,2018-12-04,2018-12-09,Standard Class,Chicago,2018,12,4
CA-2018-152695,2018-12-10,2018-12-10,Same Day,Fairfield,2018,12,10
CA-2018-152702,2018-10-12,2018-10-16,Standard Class,Rockford,2018,10,12
CA-2018-152709,2018-10-07,2018-10-12,Standard Class,Detroit,2018,10,7
CA-2018-152737,2018-11-07,2018-11-12,Standard Class,San Francisco,2018,11,7
CA-2018-152786,2018-03-12,2018-03-17,Standard Class,Rogers,2018,3,12
CA-2018-152807,2018-10-30,2018-11-03,Standard Class,Philadelphia,2018,10,30
CA-2018-152856,2018-09-08,2018-09-10,Second Class,Marion,2018,9,8
CA-2018-152912,2018-11-09,2018-11-12,Second Class,Columbia,2018,11,9
CA-2018-152926,2018-10-02,2018-10-04,Second Class,Houston,2018,10,2
CA-2018-152933,2018-10-12,2018-10-16,Standard Class,Dallas,2018,10,12
CA-2018-152961,2018-01-15,2018-01-19,Standard Class,Quincy,2018,1,15
CA-2018-152968,2018-05-26,2018-05-30,Standard Class,Harrisonburg,2018,5,26
CA-2018-152975,2018-09-14,2018-09-16,First Class,New York City,2018,9,14
CA-2018-153045,2018-01-19,2018-01-24,Second Class,Philadelphia,2018,1,19
CA-2018-153080,2018-05-22,2018-05-25,Second Class,Los Angeles,2018,5,22
CA-2018-153227,2018-12-04,2018-12-06,First Class,Los Angeles,2018,12,4
CA-2018-153339,2018-11-03,2018-11-05,Second Class,Murfreesboro,2018,11,3
CA-2018-153654,2018-11-24,2018-11-26,Second Class,Asheville,2018,11,24
CA-2018-153787,2018-05-19,2018-05-23,Standard Class,Seattle,2018,5,19
CA-2018-153822,2018-09-19,2018-09-25,Standard Class,Phoenix,2018,9,19
CA-2018-153843,2018-03-13,2018-03-15,First Class,Fairfield,2018,3,13
CA-2018-154011,2018-06-19,2018-06-26,Standard Class,Dallas,2018,6,19
CA-2018-154039,2018-02-17,2018-02-22,Standard Class,Chicago,2018,2,17
CA-2018-154074,2018-08-31,2018-09-02,Second Class,Spokane,2018,8,31
CA-2018-154088,2018-11-12,2018-11-17,Standard Class,Tallahassee,2018,11,12
CA-2018-154102,2018-02-06,2018-02-13,Standard Class,San Francisco,2018,2,6
CA-2018-154109,2018-11-06,2018-11-11,Standard Class,Philadelphia,2018,11,6
CA-2018-154116,2018-12-15,2018-12-19,Standard Class,Inglewood,2018,12,15
CA-2018-154123,2018-11-20,2018-11-25,Standard Class,Henderson,2018,11,20
CA-2018-154137,2018-11-11,2018-11-17,Standard Class,New York City,2018,11,11
CA-2018-154214,2018-03-20,2018-03-25,Second Class,Columbus,2018,3,20
CA-2018-154410,2018-10-21,2018-10-24,First Class,Indianapolis,2018,10,21
CA-2018-154466,2018-01-01,2018-01-02,First Class,Franklin,2018,1,1
CA-2018-154501,2018-04-30,2018-05-05,Standard Class,Los Angeles,2018,4,30
CA-2018-154676,2018-08-05,2018-08-08,First Class,Houston,2018,8,5
CA-2018-154718,2018-01-19,2018-01-23,Second Class,Keller,2018,1,19
CA-2018-154732,2018-11-05,2018-11-07,First Class,Chicago,2018,11,5
CA-2018-154760,2018-01-09,2018-01-13,Standard Class,Philadelphia,2018,1,9
CA-2018-154809,2018-02-13,2018-02-17,Standard Class,Minneapolis,2018,2,13
CA-2018-154816,2018-11-06,2018-11-10,Standard Class,Richmond,2018,11,6
CA-2018-154907,2018-03-31,2018-04-04,Standard Class,Amarillo,2018,3,31
CA-2018-154935,2018-12-24,2018-12-29,Standard Class,New York City,2018,12,24
CA-2018-154949,2018-10-15,2018-10-19,Standard Class,Camarillo,2018,10,15
CA-2018-155047,2018-08-27,2018-08-30,First Class,Dallas,2018,8,27
CA-2018-155075,2018-12-02,2018-12-09,Standard Class,Philadelphia,2018,12,2
CA-2018-155089,2018-12-02,2018-12-06,Standard Class,Tampa,2018,12,2
CA-2018-155152,2018-07-07,2018-07-09,Second Class,Warwick,2018,7,7
CA-2018-155159,2018-11-25,2018-11-29,Second Class,Atlanta,2018,11,25
CA-2018-155292,2018-10-30,2018-11-01,First Class,Richmond,2018,10,30
CA-2018-155362,2018-12-17,2018-12-21,Standard Class,Eau Claire,2018,12,17
CA-2018-155376,2018-12-22,2018-12-27,Standard Class,Independence,2018,12,22
CA-2018-155460,2018-04-13,2018-04-15,First Class,Seattle,2018,4,13
CA-2018-155558,2018-10-26,2018-11-02,Standard Class,Rochester,2018,10,26
CA-2018-155607,2018-11-26,2018-11-30,Standard Class,New York City,2018,11,26
CA-2018-155621,2018-11-08,2018-11-13,Standard Class,Baltimore,2018,11,8
CA-2018-155642,2018-05-18,2018-05-22,Standard Class,Chicago,2018,5,18
CA-2018-155698,2018-03-08,2018-03-11,First Class,Columbus,2018,3,8
CA-2018-155705,2018-08-21,2018-08-23,Second Class,Jackson,2018,8,21
CA-2018-155712,2018-03-02,2018-03-08,Standard Class,Los Angeles,2018,3,2
CA-2018-155740,2018-07-30,2018-08-02,First Class,Lakewood,2018,7,30
CA-2018-155824,2018-03-10,2018-03-15,Standard Class,Raleigh,2018,3,10
CA-2018-155873,2018-06-16,2018-06-21,Standard Class,Carlsbad,2018,6,16
CA-2018-155880,2018-03-25,2018-03-31,Standard Class,Milwaukee,2018,3,25
CA-2018-155929,2018-09-09,2018-09-13,Standard Class,Glendale,2018,9,9
CA-2018-155936,2018-06-22,2018-06-29,Standard Class,Chicago,2018,6,22
CA-2018-155957,2018-11-26,2018-11-30,Standard Class,Columbus,2018,11,26
CA-2018-155985,2018-03-23,2018-03-25,First Class,San Francisco,2018,3,23
CA-2018-156237,2018-09-14,2018-09-15,First Class,Philadelphia,2018,9,14
CA-2018-156272,2018-03-21,2018-03-27,Standard Class,Pompano Beach,2018,3,21
CA-2018-156363,2018-10-22,2018-10-28,Standard Class,Philadelphia,2018,10,22
CA-2018-156391,2018-09-26,2018-09-28,First Class,Salem,2018,9,26
CA-2018-156412,2018-12-04,2018-12-08,Standard Class,Philadelphia,2018,12,4
CA-2018-156622,2018-11-23,2018-11-26,First Class,Dallas,2018,11,23
CA-2018-156664,2018-12-18,2018-12-23,Standard Class,Columbus,2018,12,18
CA-2018-156720,2018-12-30,2019-01-03,Standard Class,Loveland,2018,12,30
CA-2018-156769,2018-05-06,2018-05-09,First Class,Arlington,2018,5,6
CA-2018-156776,2018-08-07,2018-08-11,Standard Class,Westminster,2018,8,7
CA-2018-156818,2018-07-11,2018-07-13,Second Class,New York City,2018,7,11
CA-2018-156895,2018-05-08,2018-05-12,Standard Class,Philadelphia,2018,5,8
CA-2018-156951,2018-10-01,2018-10-08,Standard Class,Seattle,2018,10,1
CA-2018-156958,2018-12-05,2018-12-06,First Class,Seattle,2018,12,5
CA-2018-157091,2018-06-26,2018-07-01,Standard Class,La Porte,2018,6,26
CA-2018-157112,2018-04-23,2018-04-26,First Class,Columbus,2018,4,23
CA-2018-157196,2018-11-05,2018-11-09,Standard Class,San Diego,2018,11,5
CA-2018-157252,2018-01-20,2018-01-23,Second Class,New York City,2018,1,20
CA-2018-157273,2018-01-30,2018-02-02,First Class,Seattle,2018,1,30
CA-2018-157350,2018-08-26,2018-09-01,Standard Class,Chicago,2018,8,26
CA-2018-157413,2018-06-01,2018-06-06,Standard Class,Philadelphia,2018,6,1
CA-2018-157420,2018-11-21,2018-11-21,Same Day,Houston,2018,11,21
CA-2018-157448,2018-11-16,2018-11-20,Standard Class,Los Angeles,2018,11,16
CA-2018-157469,2018-12-02,2018-12-07,Standard Class,Lakewood,2018,12,2
CA-2018-157483,2018-11-11,2018-11-18,Standard Class,Detroit,2018,11,11
CA-2018-157651,2018-12-10,2018-12-14,Standard Class,Philadelphia,2018,12,10
CA-2018-157672,2018-10-05,2018-10-07,First Class,Denver,2018,10,5
CA-2018-157833,2018-06-17,2018-06-20,First Class,San Francisco,2018,6,17
CA-2018-157854,2018-04-08,2018-04-15,Standard Class,Roswell,2018,4,8
CA-2018-157903,2018-04-04,2018-04-08,Standard Class,Des Plaines,2018,4,4
CA-2018-157931,2018-09-17,2018-09-22,Second Class,Roswell,2018,9,17
CA-2018-157966,2018-03-13,2018-03-13,Same Day,Chicago,2018,3,13
CA-2018-157980,2018-12-07,2018-12-09,First Class,Toledo,2018,12,7
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,New York City,2018,9,2
CA-2018-158036,2018-09-08,2018-09-14,Standard Class,Dublin,2018,9,8
CA-2018-158071,2018-06-10,2018-06-15,Standard Class,Seattle,2018,6,10
CA-2018-158106,2018-06-04,2018-06-10,Standard Class,Apple Valley,2018,6,4
CA-2018-158120,2018-11-17,2018-11-21,Standard Class,Hillsboro,2018,11,17
CA-2018-158169,2018-08-12,2018-08-15,First Class,Lake Forest,2018,8,12
CA-2018-158246,2018-11-09,2018-11-11,First Class,Sunnyvale,2018,11,9
CA-2018-158344,2018-08-07,2018-08-11,Standard Class,Moorhead,2018,8,7
CA-2018-158379,2018-09-22,2018-09-26,Second Class,Philadelphia,2018,9,22
CA-2018-158386,2018-10-16,2018-10-21,Standard Class,Richmond,2018,10,16
CA-2018-158407,2018-06-04,2018-06-10,Standard Class,Monroe,2018,6,4
CA-2018-158561,2018-11-11,2018-11-16,Second Class,Fort Lauderdale,2018,11,11
CA-2018-158673,2018-12-29,2019-01-04,Standard Class,Grand Rapids,2018,12,29
CA-2018-158722,2018-10-20,2018-10-26,Standard Class,Philadelphia,2018,10,20
CA-2018-158729,2018-12-19,2018-12-21,First Class,Lafayette,2018,12,19
CA-2018-158736,2018-12-18,2018-12-24,Standard Class,San Francisco,2018,12,18
CA-2018-158743,2018-10-20,2018-10-27,Standard Class,Little Rock,2018,10,20
CA-2018-158876,2018-11-19,2018-11-21,Second Class,Carrollton,2018,11,19
CA-2018-158883,2018-06-02,2018-06-03,Same Day,Jacksonville,2018,6,2
CA-2018-158953,2018-06-04,2018-06-08,Standard Class,Missouri City,2018,6,4
CA-2018-158967,2018-12-10,2018-12-12,First Class,Fort Lauderdale,2018,12,10
CA-2018-159100,2018-10-16,2018-10-21,Standard Class,Columbia,2018,10,16
CA-2018-159107,2018-06-24,2018-06-26,Second Class,San Francisco,2018,6,24
CA-2018-159135,2018-11-04,2018-11-08,Standard Class,Springdale,2018,11,4
CA-2018-159149,2018-02-17,2018-02-19,First Class,Houston,2018,2,17
CA-2018-159156,2018-11-13,2018-11-16,First Class,New York City,2018,11,13
CA-2018-159226,2018-04-25,2018-04-27,Second Class,Los Angeles,2018,4,25
CA-2018-159282,2018-10-16,2018-10-21,Standard Class,Yuma,2018,10,16
CA-2018-159352,2018-03-12,2018-03-17,Standard Class,Lowell,2018,3,12
CA-2018-159366,2018-01-07,2018-01-10,First Class,Detroit,2018,1,7
CA-2018-159457,2018-10-19,2018-10-26,Standard Class,Houston,2018,10,19
CA-2018-159464,2018-05-18,2018-05-19,First Class,Sandy Springs,2018,5,18
CA-2018-159506,2018-11-27,2018-12-02,Standard Class,Columbus,2018,11,27
CA-2018-159597,2018-11-09,2018-11-14,Standard Class,Coachella,2018,11,9
CA-2018-159604,2018-04-14,2018-04-15,First Class,Springfield,2018,4,14
CA-2018-159667,2018-11-09,2018-11-13,Standard Class,Jacksonville,2018,11,9
CA-2018-159688,2018-05-07,2018-05-12,Standard Class,Los Angeles,2018,5,7
CA-2018-159793,2018-08-25,2018-08-29,Standard Class,Philadelphia,2018,8,25
CA-2018-159884,2018-08-31,2018-09-05,Standard Class,Tempe,2018,8,31
CA-2018-159954,2018-09-10,2018-09-14,Standard Class,Atlanta,2018,9,10
CA-2018-160017,2018-09-28,2018-10-02,Standard Class,Jacksonville,2018,9,28
CA-2018-160031,2018-12-04,2018-12-07,Second Class,Fairfield,2018,12,4
CA-2018-160045,2018-04-26,2018-04-27,First Class,Fort Worth,2018,4,26
CA-2018-160087,2018-03-18,2018-03-22,Standard Class,Dallas,2018,3,18
CA-2018-160122,2018-11-18,2018-11-23,Standard Class,Chicago,2018,11,18
CA-2018-160325,2018-09-24,2018-09-24,Same Day,Lawrence,2018,9,24
CA-2018-160416,2018-11-13,2018-11-18,Second Class,Yonkers,2018,11,13
CA-2018-160423,2018-01-21,2018-01-26,Standard Class,Charlotte,2018,1,21
CA-2018-160458,2018-05-27,2018-05-29,Second Class,Memphis,2018,5,27
CA-2018-160514,2018-11-12,2018-11-16,Standard Class,Santa Clara,2018,11,12
CA-2018-160633,2018-11-16,2018-11-21,Standard Class,Bowling Green,2018,11,16
CA-2018-160661,2018-10-28,2018-11-01,Standard Class,Everett,2018,10,28
CA-2018-160724,2018-05-05,2018-05-10,Standard Class,Columbus,2018,5,5
CA-2018-160801,2018-09-19,2018-09-19,Same Day,Philadelphia,2018,9,19
CA-2018-160885,2018-12-02,2018-12-06,Standard Class,Omaha,2018,12,2
CA-2018-160899,2018-08-11,2018-08-13,Second Class,Lake Charles,2018,8,11
CA-2018-160934,2018-01-15,2018-01-19,Standard Class,Los Angeles,2018,1,15
CA-2018-160962,2018-04-28,2018-05-02,Standard Class,Philadelphia,2018,4,28
CA-2018-160983,2018-10-29,2018-10-31,Second Class,Auburn,2018,10,29
CA-2018-161018,2018-11-09,2018-11-11,Second Class,New York City,2018,11,9
CA-2018-161046,2018-03-05,2018-03-05,Same Day,Southaven,2018,3,5
CA-2018-161053,2018-09-22,2018-09-23,First Class,Fayetteville,2018,9,22
CA-2018-161067,2018-09-03,2018-09-06,Second Class,New York City,2018,9,3
CA-2018-161088,2018-05-25,2018-05-29,Standard Class,Columbus,2018,5,25
CA-2018-161102,2018-07-31,2018-08-03,First Class,San Francisco,2018,7,31
CA-2018-161130,2018-11-03,2018-11-08,Standard Class,Miami,2018,11,3
CA-2018-161172,2018-03-16,2018-03-16,Same Day,Columbus,2018,3,16
CA-2018-161200,2018-08-06,2018-08-10,Second Class,Lafayette,2018,8,6
CA-2018-161333,2018-02-02,2018-02-07,Standard Class,Los Angeles,2018,2,2
CA-2018-161340,2018-05-28,2018-06-01,Standard Class,Cleveland,2018,5,28
CA-2018-161410,2018-06-26,2018-07-03,Standard Class,Philadelphia,2018,6,26
CA-2018-161459,2018-11-25,2018-11-29,Second Class,Laguna Niguel,2018,11,25
CA-2018-161480,2018-12-25,2018-12-29,Standard Class,New York City,2018,12,25
CA-2018-161557,2018-09-03,2018-09-08,Standard Class,Dallas,2018,9,3
CA-2018-161578,2018-12-16,2018-12-21,Second Class,Los Angeles,2018,12,16
CA-2018-161592,2018-04-06,2018-04-10,Standard Class,Chattanooga,2018,4,6
CA-2018-161655,2018-05-13,2018-05-18,Second Class,Newark,2018,5,13
CA-2018-161739,2018-11-10,2018-11-15,Second Class,Round Rock,2018,11,10
CA-2018-161774,2018-05-14,2018-05-15,First Class,Houston,2018,5,14
CA-2018-161809,2018-01-20,2018-01-26,Standard Class,Los Angeles,2018,1,20
CA-2018-161823,2018-09-03,2018-09-08,Standard Class,San Francisco,2018,9,3
CA-2018-161851,2018-04-15,2018-04-17,First Class,Miami,2018,4,15
CA-2018-161893,2018-01-23,2018-01-27,Standard Class,Tucson,2018,1,23
CA-2018-161956,2018-08-27,2018-08-29,Second Class,Inglewood,2018,8,27
CA-2018-161970,2018-09-22,2018-09-27,Standard Class,Smyrna,2018,9,22
CA-2018-161984,2018-04-10,2018-04-15,Standard Class,New Brunswick,2018,4,10
CA-2018-162015,2018-07-11,2018-07-18,Standard Class,Los Angeles,2018,7,11
CA-2018-162033,2018-03-26,2018-04-02,Standard Class,Virginia Beach,2018,3,26
CA-2018-162075,2018-03-18,2018-03-24,Standard Class,Houston,2018,3,18
CA-2018-162096,2018-11-10,2018-11-10,Same Day,Riverside,2018,11,10
CA-2018-162173,2018-10-26,2018-11-01,Standard Class,Virginia Beach,2018,10,26
CA-2018-162250,2018-11-24,2018-11-24,Same Day,San Francisco,2018,11,24
CA-2018-162474,2018-03-13,2018-03-16,First Class,Aurora,2018,3,13
CA-2018-162481,2018-09-25,2018-09-29,Standard Class,Rochester,2018,9,25
CA-2018-162565,2018-12-11,2018-12-11,Same Day,Aurora,2018,12,11
CA-2018-162572,2018-09-25,2018-09-27,Second Class,Cincinnati,2018,9,25
CA-2018-162635,2018-10-09,2018-10-10,First Class,Wilmington,2018,10,9
CA-2018-162691,2018-08-01,2018-08-07,Standard Class,Austin,2018,8,1
CA-2018-162712,2018-06-18,2018-06-20,Second Class,Corpus Christi,2018,6,18
CA-2018-162789,2018-09-22,2018-09-24,Second Class,New York City,2018,9,22
CA-2018-162880,2018-12-25,2018-12-29,Standard Class,Everett,2018,12,25
CA-2018-162929,2018-11-19,2018-11-22,First Class,New York City,2018,11,19
CA-2018-162936,2018-08-18,2018-08-22,Standard Class,New Bedford,2018,8,18
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,San Francisco,2018,5,4
CA-2018-163006,2018-06-30,2018-07-04,Second Class,Chicago,2018,6,30
CA-2018-163020,2018-09-15,2018-09-19,Standard Class,New York City,2018,9,15
CA-2018-163069,2018-08-18,2018-08-21,Second Class,Columbus,2018,8,18
CA-2018-163097,2018-08-27,2018-08-31,Standard Class,Mesa,2018,8,27
CA-2018-163125,2018-10-09,2018-10-11,Second Class,League City,2018,10,9
CA-2018-163139,2018-12-01,2018-12-03,Second Class,New York City,2018,12,1
CA-2018-163160,2018-10-13,2018-10-16,First Class,Freeport,2018,10,13
CA-2018-163188,2018-11-07,2018-11-07,Same Day,Oklahoma City,2018,11,7
CA-2018-163209,2018-05-03,2018-05-07,Standard Class,San Francisco,2018,5,3
CA-2018-163265,2018-02-16,2018-02-21,Standard Class,Decatur,2018,2,16
CA-2018-163321,2018-08-07,2018-08-11,Second Class,Jacksonville,2018,8,7
CA-2018-163335,2018-09-24,2018-09-27,First Class,Columbus,2018,9,24
CA-2018-163405,2018-12-21,2018-12-25,Standard Class,Los Angeles,2018,12,21
CA-2018-163510,2018-12-25,2018-12-28,Second Class,Louisville,2018,12,25
CA-2018-163531,2018-06-26,2018-06-30,Standard Class,New York City,2018,6,26
CA-2018-163671,2018-12-24,2018-12-30,Standard Class,Meridian,2018,12,24
CA-2018-163692,2018-09-07,2018-09-09,First Class,Phoenix,2018,9,7
CA-2018-163818,2018-10-04,2018-10-08,Standard Class,Clinton,2018,10,4
CA-2018-163860,2018-12-28,2019-01-01,Standard Class,Peoria,2018,12,28
CA-2018-163874,2018-11-10,2018-11-12,Second Class,Seattle,2018,11,10
CA-2018-163902,2018-03-02,2018-03-08,Standard Class,Los Angeles,2018,3,2
CA-2018-163979,2018-12-28,2019-01-02,Second Class,San Francisco,2018,12,28
CA-2018-164000,2018-12-18,2018-12-22,Standard Class,Philadelphia,2018,12,18
CA-2018-164042,2018-05-23,2018-05-27,Standard Class,Houston,2018,5,23
CA-2018-164049,2018-11-02,2018-11-06,Standard Class,Seattle,2018,11,2
CA-2018-164098,2018-01-26,2018-01-27,First Class,Houston,2018,1,26
CA-2018-164112,2018-06-30,2018-07-04,Standard Class,Mount Vernon,2018,6,30
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,Dallas,2018,11,12
CA-2018-164329,2018-01-30,2018-01-30,Same Day,San Francisco,2018,1,30
CA-2018-164364,2018-11-12,2018-11-16,Standard Class,Seattle,2018,11,12
CA-2018-164378,2018-07-15,2018-07-18,Second Class,New York City,2018,7,15
CA-2018-164707,2018-02-18,2018-02-21,Second Class,Los Angeles,2018,2,18
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,Columbus,2018,9,18
CA-2018-164819,2018-10-15,2018-10-19,Second Class,Fairfield,2018,10,15
CA-2018-164826,2018-12-28,2019-01-04,Standard Class,New York City,2018,12,28
CA-2018-164917,2018-12-02,2018-12-07,Standard Class,Miami,2018,12,2
CA-2018-164959,2018-07-11,2018-07-15,Standard Class,Los Angeles,2018,7,11
CA-2018-165008,2018-09-15,2018-09-17,Second Class,Salt Lake City,2018,9,15
CA-2018-165029,2018-11-26,2018-11-30,Standard Class,Atlanta,2018,11,26
CA-2018-165099,2018-12-11,2018-12-13,First Class,Abilene,2018,12,11
CA-2018-165155,2018-09-21,2018-09-23,First Class,Los Angeles,2018,9,21
CA-2018-165204,2018-11-13,2018-11-16,Second Class,Memphis,2018,11,13
CA-2018-165323,2018-06-17,2018-06-21,Standard Class,New York City,2018,6,17
CA-2018-165386,2018-08-03,2018-08-04,First Class,Chicago,2018,8,3
CA-2018-165491,2018-03-20,2018-03-24,Standard Class,Seattle,2018,3,20
CA-2018-165603,2018-10-17,2018-10-19,Second Class,Warwick,2018,10,17
CA-2018-165687,2018-11-17,2018-11-23,Standard Class,Salem,2018,11,17
CA-2018-165715,2018-12-02,2018-12-08,Standard Class,Greensboro,2018,12,2
CA-2018-165757,2018-06-22,2018-06-28,Standard Class,Philadelphia,2018,6,22
CA-2018-165841,2018-12-21,2018-12-28,Standard Class,Paterson,2018,12,21
CA-2018-165904,2018-04-07,2018-04-11,Standard Class,Jacksonville,2018,4,7
CA-2018-166093,2018-08-17,2018-08-24,Standard Class,Brentwood,2018,8,17
CA-2018-166128,2018-04-11,2018-04-18,Standard Class,Pasadena,2018,4,11
CA-2018-166142,2018-07-15,2018-07-19,Standard Class,Wilmington,2018,7,15
CA-2018-166184,2018-03-24,2018-03-27,First Class,New York City,2018,3,24
CA-2018-166198,2018-04-21,2018-04-24,First Class,Seattle,2018,4,21
CA-2018-166296,2018-03-13,2018-03-19,Standard Class,Manteca,2018,3,13
CA-2018-166317,2018-09-22,2018-09-26,Standard Class,Milwaukee,2018,9,22
CA-2018-166415,2018-02-19,2018-02-23,Standard Class,Seattle,2018,2,19
CA-2018-166436,2018-11-24,2018-11-28,Standard Class,New York City,2018,11,24
CA-2018-166576,2018-05-16,2018-05-18,First Class,Akron,2018,5,16
CA-2018-166695,2018-05-20,2018-05-24,Standard Class,Lakewood,2018,5,20
CA-2018-166709,2018-11-17,2018-11-22,Standard Class,Newark,2018,11,17
CA-2018-166835,2018-11-12,2018-11-14,Second Class,Lancaster,2018,11,12
CA-2018-166849,2018-04-20,2018-04-26,Standard Class,Chicago,2018,4,20
CA-2018-166856,2018-09-18,2018-09-22,Standard Class,Clovis,2018,9,18
CA-2018-166898,2018-09-11,2018-09-13,Second Class,Santa Ana,2018,9,11
CA-2018-166919,2018-11-23,2018-11-27,Standard Class,Dallas,2018,11,23
CA-2018-166926,2018-12-01,2018-12-08,Standard Class,Seattle,2018,12,1
CA-2018-166933,2018-04-24,2018-04-28,Standard Class,Santa Barbara,2018,4,24
CA-2018-167003,2018-05-23,2018-05-29,Standard Class,Los Angeles,2018,5,23
CA-2018-167017,2018-11-23,2018-11-25,First Class,Roseville,2018,11,23
CA-2018-167080,2018-06-10,2018-06-14,Standard Class,New York City,2018,6,10
CA-2018-167094,2018-10-21,2018-10-22,First Class,Springfield,2018,10,21
CA-2018-167101,2018-03-24,2018-03-28,Second Class,New York City,2018,3,24
CA-2018-167150,2018-12-10,2018-12-17,Standard Class,San Diego,2018,12,10
CA-2018-167227,2018-11-02,2018-11-05,First Class,Saint Louis,2018,11,2
CA-2018-167381,2018-09-22,2018-09-24,Second Class,Lansing,2018,9,22
CA-2018-167395,2018-12-02,2018-12-04,First Class,Lowell,2018,12,2
CA-2018-167542,2018-08-13,2018-08-20,Standard Class,Philadelphia,2018,8,13
CA-2018-167549,2018-07-25,2018-07-27,First Class,Dallas,2018,7,25
CA-2018-167626,2018-09-03,2018-09-07,Standard Class,Chicago,2018,9,3
CA-2018-167640,2018-03-06,2018-03-10,Standard Class,San Francisco,2018,3,6
CA-2018-167661,2018-10-05,2018-10-10,Standard Class,San Francisco,2018,10,5
CA-2018-167668,2018-05-06,2018-05-08,First Class,New York City,2018,5,6
CA-2018-167703,2018-02-03,2018-02-08,Standard Class,Cincinnati,2018,2,3
CA-2018-167752,2018-01-15,2018-01-18,First Class,Philadelphia,2018,1,15
CA-2018-167871,2018-11-18,2018-11-23,Standard Class,Homestead,2018,11,18
CA-2018-167899,2018-05-21,2018-05-26,Standard Class,Auburn,2018,5,21
CA-2018-167913,2018-07-30,2018-08-03,Second Class,Mission Viejo,2018,7,30
CA-2018-167941,2018-11-06,2018-11-09,Second Class,Fayetteville,2018,11,6
CA-2018-167976,2018-11-11,2018-11-14,Second Class,Aberdeen,2018,11,11
CA-2018-168102,2018-04-24,2018-04-30,Standard Class,Jacksonville,2018,4,24
CA-2018-168109,2018-07-03,2018-07-03,Same Day,Seattle,2018,7,3
CA-2018-168123,2018-03-05,2018-03-05,Same Day,Rochester,2018,3,5
CA-2018-168172,2018-08-06,2018-08-10,Standard Class,New York City,2018,8,6
CA-2018-168179,2018-11-02,2018-11-07,Standard Class,Salt Lake City,2018,11,2
CA-2018-168193,2018-03-06,2018-03-11,Second Class,New York City,2018,3,6
CA-2018-168228,2018-04-27,2018-04-29,First Class,Los Angeles,2018,4,27
